subject_id,T0,T2,T3,T6,T10
99682509,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 2. 0. 4.]
99682511,[0. 6. 1. 0.],[1. 0. 0.],[4. 3. 0.],[0. 0. 0. 1.],[0. 2. 0. 5.]
99682513,[0. 1. 0. 6.],[0. 0. 0.],[0. 1. 0.],[0. 0. 0. 0.],[0. 0. 0. 1.]
99682514,[0. 4. 0. 3.],[0. 0. 0.],[1. 3. 0.],[0. 0. 0. 0.],[0. 0. 0. 4.]
99682515,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682516,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682519,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682520,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[1. 0. 0. 0.],[0. 0. 0. 0.]
99682521,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682526,[0. 0. 0. 4.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682531,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682533,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682537,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682539,[4. 1. 0. 2.],[3. 0. 1.],[0. 0. 1.],[1. 2. 0. 1.],[0. 1. 0. 0.]
99682544,[2. 1. 0. 4.],[1. 0. 1.],[0. 1. 0.],[0. 2. 0. 0.],[0. 0. 1. 0.]
99682549,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682559,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682560,[5. 0. 1. 1.],[0. 0. 6.],[0. 0. 1.],[0. 1. 2. 3.],[0. 0. 1. 0.]
99682561,[4. 1. 0. 2.],[4. 0. 0.],[0. 1. 0.],[0. 0. 0. 4.],[0. 1. 0. 0.]
99682563,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 4. 0.],[0. 0. 0. 0.]
99682564,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 3. 3. 0.],[0. 0. 0. 0.]
99682566,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 2. 3. 0.],[0. 0. 0. 0.]
99682568,[1. 4. 1. 1.],[2. 0. 0.],[5. 0. 0.],[0. 0. 1. 1.],[0. 3. 1. 1.]
99682569,[0. 6. 1. 0.],[1. 0. 0.],[7. 0. 0.],[0. 1. 0. 0.],[0. 3. 1. 3.]
99682571,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 4. 2. 0.],[0. 0. 0. 0.]
99682572,[5. 1. 0. 1.],[5. 0. 0.],[1. 0. 0.],[4. 0. 1. 0.],[0. 0. 1. 0.]
99682579,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 2. 1.],[0. 0. 0. 0.]
99682585,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682587,[6. 0. 1. 0.],[6. 0. 1.],[0. 0. 1.],[0. 2. 0. 5.],[0. 0. 1. 0.]
99682588,[0. 1. 1. 5.],[0. 1. 0.],[0. 2. 0.],[0. 1. 0. 0.],[0. 0. 1. 1.]
99682590,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682594,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682602,[2. 4. 1. 0.],[3. 0. 0.],[5. 0. 0.],[0. 2. 1. 0.],[0. 4. 1. 0.]
99682604,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682606,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[0. 1. 1. 2.],[0. 0. 0. 0.]
99682607,[4. 0. 2. 1.],[6. 0. 0.],[2. 0. 0.],[1. 0. 0. 5.],[0. 0. 0. 2.]
99682610,[5. 0. 0. 2.],[4. 0. 1.],[0. 0. 0.],[1. 1. 2. 1.],[0. 0. 0. 0.]
99682611,[1. 2. 4. 0.],[4. 0. 1.],[4. 2. 0.],[0. 5. 0. 0.],[0. 0. 1. 5.]
99682613,[5. 1. 1. 0.],[1. 5. 0.],[0. 2. 0.],[1. 0. 1. 4.],[0. 1. 0. 1.]
99682614,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[0. 2. 5. 0.],[0. 0. 0. 0.]
99682615,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682616,[2. 1. 3. 1.],[3. 1. 1.],[0. 3. 1.],[0. 2. 1. 2.],[0. 1. 0. 3.]
99682617,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682619,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 2. 0. 3.],[0. 0. 0. 0.]
99682621,[7. 0. 0. 0.],[6. 1. 0.],[0. 0. 0.],[0. 4. 1. 2.],[0. 0. 0. 0.]
99682623,[6. 0. 0. 1.],[3. 3. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99682628,[5. 0. 1. 1.],[5. 1. 0.],[0. 0. 1.],[1. 3. 2. 0.],[0. 1. 0. 0.]
99682631,[6. 0. 0. 1.],[4. 1. 1.],[0. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 0.]
99682634,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 5. 0. 1.]
99682639,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[0. 1. 0. 5.]
99682641,[0. 6. 0. 1.],[0. 0. 0.],[2. 4. 0.],[0. 0. 0. 0.],[0. 3. 1. 2.]
99682646,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682648,[0. 1. 1. 5.],[1. 0. 0.],[0. 1. 1.],[0. 0. 0. 1.],[0. 0. 0. 2.]
99682651,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682657,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682658,[0. 1. 0. 6.],[0. 0. 0.],[0. 1. 0.],[0. 0. 0. 0.],[0. 0. 0. 1.]
99682659,[0. 1. 1. 5.],[0. 0. 1.],[0. 1. 1.],[0. 0. 1. 0.],[0. 1. 0. 1.]
99682660,[1. 0. 1. 5.],[2. 0. 0.],[0. 0. 1.],[0. 1. 0. 1.],[0. 0. 0. 1.]
99682662,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682663,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682664,[6. 0. 1. 0.],[6. 1. 0.],[1. 0. 0.],[0. 1. 6. 0.],[0. 1. 0. 0.]
99682665,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682668,[4. 0. 2. 1.],[4. 0. 2.],[0. 2. 0.],[0. 0. 0. 6.],[0. 1. 0. 1.]
99682670,[1. 2. 0. 4.],[1. 0. 0.],[1. 1. 0.],[0. 0. 0. 1.],[0. 0. 0. 2.]
99682677,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 4. 2. 0.],[0. 0. 0. 0.]
99682680,[4. 0. 1. 2.],[5. 0. 0.],[0. 1. 0.],[0. 0. 1. 4.],[0. 0. 0. 1.]
99682683,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[1. 4. 0. 0.],[0. 0. 0. 0.]
99682685,[6. 1. 0. 0.],[1. 5. 0.],[0. 1. 0.],[1. 1. 0. 4.],[1. 0. 0. 0.]
99682687,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 2. 4. 0.],[0. 0. 0. 0.]
99682693,[3. 0. 1. 3.],[3. 1. 0.],[0. 1. 0.],[1. 0. 0. 3.],[0. 1. 0. 0.]
99682697,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 3. 1. 1.],[0. 0. 0. 0.]
99682699,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[2. 1. 1. 2.],[0. 0. 0. 0.]
99682701,[1. 2. 4. 0.],[4. 1. 0.],[6. 0. 0.],[0. 2. 3. 0.],[0. 2. 2. 2.]
99682703,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682704,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99682705,[1. 0. 1. 5.],[0. 2. 0.],[1. 0. 0.],[0. 1. 0. 1.],[1. 0. 0. 0.]
99682706,[4. 1. 0. 2.],[3. 1. 0.],[0. 1. 0.],[0. 0. 0. 4.],[1. 0. 0. 0.]
99682707,[7. 0. 0. 0.],[3. 4. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99682708,[1. 1. 5. 0.],[6. 0. 0.],[0. 6. 0.],[0. 1. 0. 5.],[0. 2. 0. 4.]
99682710,[0. 1. 0. 6.],[0. 0. 0.],[0. 1. 0.],[0. 0. 0. 0.],[0. 0. 0. 1.]
99682713,[6. 0. 0. 1.],[3. 3. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99682714,[5. 0. 0. 2.],[3. 2. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99682715,[7. 0. 0. 0.],[5. 1. 1.],[0. 0. 0.],[0. 3. 4. 0.],[0. 0. 0. 0.]
99682722,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 0. 1. 5.],[0. 0. 0. 0.]
99682726,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99682729,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 2. 4.],[0. 0. 0. 0.]
99682730,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99682732,[6. 0. 1. 0.],[6. 0. 1.],[0. 0. 1.],[0. 1. 4. 2.],[0. 1. 0. 0.]
99682739,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 1. 5.],[0. 0. 0. 0.]
99682742,[6. 1. 0. 0.],[6. 0. 0.],[0. 0. 1.],[0. 0. 0. 6.],[1. 0. 0. 0.]
99682743,[6. 0. 1. 0.],[6. 0. 1.],[1. 0. 0.],[2. 1. 3. 1.],[0. 0. 1. 0.]
99682744,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99682745,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99682746,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682747,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682748,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[0. 1. 0. 0.],[0. 0. 0. 1.]
99682749,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682750,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682754,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682756,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682760,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682761,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682764,[0. 0. 1. 6.],[0. 1. 0.],[0. 1. 0.],[1. 0. 0. 0.],[1. 0. 0. 0.]
99682769,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[1. 3. 1. 2.],[0. 0. 0. 0.]
99682772,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[0. 2. 1. 3.],[1. 0. 0. 0.]
99682775,[7. 0. 0. 0.],[4. 1. 2.],[0. 0. 0.],[2. 3. 0. 2.],[0. 0. 0. 0.]
99682776,[6. 0. 1. 0.],[6. 1. 0.],[0. 1. 0.],[1. 4. 2. 0.],[0. 1. 0. 0.]
99682780,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 2. 5. 0.],[0. 0. 0. 0.]
99682785,[4. 1. 0. 2.],[4. 0. 0.],[0. 0. 1.],[0. 0. 0. 4.],[0. 1. 0. 0.]
99682786,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[0. 1. 3. 1.],[0. 0. 0. 0.]
99682787,[0. 3. 3. 1.],[2. 0. 1.],[0. 6. 0.],[0. 0. 0. 3.],[0. 1. 0. 5.]
99682788,[2. 1. 4. 0.],[5. 0. 1.],[0. 5. 0.],[0. 4. 2. 0.],[0. 0. 0. 5.]
99682789,[3. 0. 2. 2.],[5. 0. 0.],[0. 2. 0.],[2. 1. 0. 2.],[0. 0. 0. 2.]
99682790,[1. 1. 4. 1.],[4. 1. 0.],[0. 5. 0.],[0. 1. 0. 4.],[0. 0. 0. 5.]
99682791,[0. 1. 6. 0.],[5. 1. 0.],[0. 6. 1.],[0. 1. 0. 5.],[0. 0. 0. 7.]
99682792,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 2. 2.],[0. 0. 0. 0.]
99682794,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 4. 1.],[0. 0. 0. 0.]
99682797,[0. 2. 0. 5.],[0. 0. 0.],[1. 1. 0.],[0. 0. 0. 0.],[0. 1. 1. 0.]
99682798,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 1. 2. 1.],[0. 0. 0. 0.]
99682800,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 1. 1. 4.],[0. 0. 0. 0.]
99682801,[6. 0. 1. 0.],[6. 0. 1.],[0. 0. 1.],[2. 0. 2. 3.],[0. 0. 0. 1.]
99682808,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 4. 1. 1.],[0. 0. 0. 0.]
99682809,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[1. 0. 0. 0.],[0. 0. 0. 1.]
99682810,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682811,[1. 2. 1. 3.],[0. 2. 0.],[0. 3. 0.],[0. 0. 0. 2.],[0. 1. 1. 1.]
99682812,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[1. 2. 1. 1.],[0. 0. 0. 0.]
99682816,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682822,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682824,[1. 5. 0. 1.],[0. 1. 0.],[0. 5. 0.],[0. 0. 0. 1.],[0. 5. 0. 0.]
99682826,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[0. 1. 0. 2.],[0. 0. 0. 0.]
99682832,[2. 0. 4. 1.],[6. 0. 0.],[3. 1. 0.],[1. 0. 2. 3.],[0. 0. 0. 4.]
99682833,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 1. 2.],[0. 0. 0. 0.]
99682834,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682835,[1. 1. 1. 4.],[1. 1. 0.],[1. 0. 1.],[0. 1. 1. 0.],[0. 1. 1. 0.]
99682837,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 1. 1. 0.],[0. 0. 0. 0.]
99682838,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682843,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 1. 2.],[0. 0. 0. 0.]
99682844,[6. 1. 0. 0.],[6. 0. 0.],[0. 0. 1.],[0. 5. 0. 1.],[0. 0. 1. 0.]
99682846,[1. 4. 0. 2.],[1. 0. 0.],[0. 4. 0.],[0. 0. 0. 1.],[0. 2. 0. 2.]
99682849,[0. 5. 1. 1.],[0. 0. 1.],[2. 3. 1.],[0. 0. 1. 0.],[0. 2. 1. 3.]
99682851,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99682858,[7. 0. 0. 0.],[2. 5. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99682860,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99682862,[5. 0. 1. 1.],[1. 4. 1.],[0. 0. 1.],[0. 1. 0. 5.],[0. 0. 0. 1.]
99682865,[5. 0. 1. 1.],[5. 1. 0.],[0. 0. 1.],[0. 1. 5. 0.],[1. 0. 0. 0.]
99682867,[6. 1. 0. 0.],[4. 0. 2.],[1. 0. 0.],[0. 0. 0. 6.],[1. 0. 0. 0.]
99682873,[4. 1. 0. 2.],[4. 0. 0.],[1. 0. 0.],[1. 1. 2. 0.],[0. 1. 0. 0.]
99682875,[1. 1. 0. 5.],[1. 0. 0.],[1. 0. 0.],[0. 1. 0. 0.],[0. 1. 0. 0.]
99682879,[0. 3. 2. 2.],[2. 0. 0.],[5. 0. 0.],[0. 0. 2. 0.],[0. 3. 2. 0.]
99682883,[1. 1. 0. 5.],[0. 0. 1.],[0. 1. 0.],[0. 1. 0. 0.],[0. 0. 0. 1.]
99682884,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[0. 1. 0. 0.],[0. 0. 1. 0.]
99682886,[5. 0. 1. 1.],[6. 0. 0.],[0. 1. 0.],[0. 0. 1. 5.],[0. 0. 0. 1.]
99682888,[0. 5. 2. 0.],[0. 2. 0.],[0. 6. 1.],[0. 0. 2. 0.],[0. 2. 2. 3.]
99682889,[0. 5. 1. 1.],[0. 1. 0.],[1. 5. 0.],[0. 0. 0. 1.],[0. 0. 1. 5.]
99682891,[5. 1. 1. 0.],[5. 0. 1.],[1. 1. 0.],[2. 2. 1. 1.],[1. 0. 0. 1.]
99682893,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 3. 2.],[0. 0. 0. 0.]
99682894,[0. 2. 0. 5.],[0. 0. 0.],[2. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 2.]
99682895,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 5. 1. 0.],[0. 0. 0. 0.]
99682896,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 0. 4.],[0. 0. 0. 0.]
99682904,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682907,[2. 0. 0. 5.],[1. 1. 0.],[0. 0. 0.],[0. 1. 0. 1.],[0. 0. 0. 0.]
99682911,[0. 4. 3. 0.],[3. 0. 0.],[1. 5. 1.],[0. 0. 0. 3.],[0. 1. 0. 6.]
99682912,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682914,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682921,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682925,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682928,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682929,[4. 0. 1. 2.],[3. 2. 0.],[0. 1. 0.],[0. 2. 2. 1.],[0. 1. 0. 0.]
99682936,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 0. 0. 1.],[0. 0. 0. 0.]
99682937,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682940,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682941,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[3. 0. 2. 1.],[0. 0. 0. 0.]
99682943,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99682946,[5. 1. 1. 0.],[5. 0. 1.],[2. 0. 0.],[0. 0. 1. 5.],[0. 2. 0. 0.]
99682948,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99682949,[6. 0. 1. 0.],[6. 1. 0.],[1. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 1.]
99682950,[4. 0. 2. 1.],[5. 1. 0.],[2. 0. 0.],[0. 0. 6. 0.],[0. 1. 1. 0.]
99682951,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 3. 3. 0.],[0. 0. 0. 0.]
99682963,[0. 0. 6. 1.],[5. 0. 1.],[0. 6. 0.],[1. 1. 1. 3.],[1. 1. 0. 4.]
99682965,[6. 0. 1. 0.],[6. 1. 0.],[0. 0. 1.],[1. 4. 2. 0.],[0. 0. 0. 1.]
99682968,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 0. 0. 5.],[0. 0. 0. 0.]
99682970,[2. 0. 5. 0.],[7. 0. 0.],[5. 0. 0.],[0. 2. 5. 0.],[0. 2. 3. 0.]
99682972,[0. 1. 1. 5.],[0. 1. 0.],[0. 1. 1.],[0. 0. 1. 0.],[0. 1. 0. 1.]
99682985,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 1. 2.],[0. 0. 0. 0.]
99682987,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682989,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682992,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 1. 0. 2.],[0. 0. 0. 0.]
99682997,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99682998,[0. 0. 0. 4.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683000,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 2. 0. 0.],[0. 0. 0. 0.]
99683002,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99683004,[6. 1. 0. 0.],[1. 5. 0.],[0. 0. 1.],[0. 1. 0. 5.],[0. 0. 1. 0.]
99683007,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683008,[5. 1. 0. 1.],[5. 0. 0.],[1. 0. 0.],[0. 0. 1. 4.],[0. 0. 1. 0.]
99683011,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 0. 1. 4.],[0. 0. 0. 0.]
99683013,[5. 1. 0. 1.],[5. 0. 0.],[0. 0. 1.],[1. 1. 1. 2.],[1. 0. 0. 0.]
99683014,[1. 0. 0. 6.],[0. 0. 1.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99683019,[6. 0. 1. 0.],[4. 3. 0.],[0. 0. 1.],[2. 1. 0. 4.],[0. 1. 0. 0.]
99683020,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683026,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683027,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683032,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683038,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683040,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683043,[0. 7. 0. 0.],[0. 0. 0.],[1. 6. 0.],[0. 0. 0. 0.],[0. 0. 0. 7.]
99683046,[4. 2. 1. 0.],[2. 1. 2.],[0. 3. 0.],[0. 2. 2. 1.],[0. 0. 0. 3.]
99683065,[5. 0. 1. 1.],[0. 5. 1.],[0. 1. 0.],[0. 0. 1. 5.],[0. 1. 0. 0.]
99683066,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[1. 2. 3. 0.],[1. 0. 0. 0.]
99683068,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99683069,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 5. 0. 0.],[0. 0. 0. 0.]
99683070,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 0. 4. 2.],[0. 0. 0. 0.]
99683074,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683077,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683078,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 2. 3.],[0. 0. 0. 0.]
99683079,[0. 3. 1. 3.],[1. 0. 0.],[0. 3. 1.],[0. 0. 1. 0.],[0. 2. 1. 1.]
99683082,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683091,[0. 0. 0. 4.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99683094,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
